Title,Address,District,PostingDate,PostType,Price,Area,Direction,Bedrooms,Bathrooms,Floors,Width_meters,Legal,Interior,Entrancewidth,Area_m2,Price_ty,Bedrooms_n,Bathrooms_n,Floors_n,PropertyType,Legal_cat,Interior_cat,Direction_cat,Price_per_m2,log_Price,log_Area
"(1 siêu phẩm) cần bán gấp nhà riêng tại Mỹ Đình, 6,15 tỷ, 52m2, view đẹp, giá tốt","đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,20/12/2024,Nhà riêng tại đường Mỹ Đình,"6,15 tỷ",52 m²,0,0,0,0,0,0,Đầy đủ,0,52.0,6.15,4.0,4.0,5.0,Nhà riêng,Chưa rõ,Đầy đủ/Cao cấp,Chưa rõ,118.26923076923077,1.8164520818184267,3.9512437185814275
"Bán nhà Phúc Tân, mặt phố, kinh doanh đỉnh, 38m2, 5.7 tỷ","Đường Nguyên Khiết, Phường Phúc Tân, Hoàn Kiếm, Hà Nội",Hoàn Kiếm,20/12/2024,Nhà mặt phố tại đường Nguyên Khiết,"5,7 tỷ",38 m²,0,1 phòng,1 phòng,1 tầng,4 m,Sổ đỏ/ Sổ hồng,0,4 m,38.0,5.7,1.0,1.0,1.0,Nhà mặt phố,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,150.0,1.7404661748405046,3.6375861597263857
"Chính chủ bán nhà ngõ 165 phố chùa bộc , 6 tầng , thang máy xịn , cầu thang cuối , đang kinh doanh","Phố Chùa Bộc, Phường Trung Liệt, Đống Đa, Hà Nội",Đống Đa,20/12/2024,Nhà riêng tại phố Chùa Bộc,"14,5 tỷ","44,8 m²",Bắc,5 phòng,4 phòng,6 tầng,0,Sổ đỏ/ Sổ hồng,Cơ bản,10 m,44.8,14.5,5.0,4.0,6.0,Nhà riêng,Sổ đỏ/Sổ hồng,Cơ bản,Bắc,323.66071428571433,2.6741486494265287,3.8022081394209395
Chính chủ bán nhà 5 tầng Yên Nghĩa Nhỉnh 5 tỷ,"Đường Hòa Bình, Phường Yên Nghĩa, Hà Đông, Hà Nội",Hà Đông,18/12/2024,Nhà riêng tại đường Hòa Bình,"5,1 tỷ",34 m²,Đông - Nam,5 phòng,4 phòng,5 tầng,35 m,Sổ đỏ/ Sổ hồng,Cơ bản,3 m,34.0,5.1,5.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Cơ bản,Đông - Nam,150.0,1.62924053973028,3.5263605246161616
"Bán nhà tại phố Ngọc Khánh 35m2/37m2, lô góc, ngõ thông, ở ngay nội thất xịn xò giá 8,2 tỷ","Phố Ngọc Khánh, Phường Ngọc Khánh, Ba Đình, Hà Nội",Ba Đình,18/12/2024,Nhà riêng tại phố Ngọc Khánh,"8,2 tỷ",37 m²,0,4 phòng,3 phòng,4 tầng,"3,6 m",Sổ đỏ/ Sổ hồng,Đầy đủ,0,37.0,8.2,4.0,3.0,4.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,221.6216216216216,2.1041341542702074,3.6109179126442243
"Cần bán nhà riêng giá 9,3 tỷ VND tại đường Văn Cao, Hà Nội, 6 tầng thang máy ở luôn","Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",Ba Đình,18/12/2024,Nhà riêng tại đường Văn Cao,"9,3 tỷ",36 m²,0,3 phòng,4 phòng,6 tầng,41 m,Sổ đỏ/ Sổ hồng,Cơ bản,3 m,36.0,9.3,3.0,4.0,6.0,Nhà riêng,Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,258.3333333333333,2.2300144001592104,3.58351893845611
SIÊU PHẨM NHÀ PHỐ ĐA SỸ - HÀ ĐÔNG NHỈNH 6 TỶ - ĐÓN TẾT TRỌN VẸN Ô TÔ VÀO NHÀ - KINH DOANH ĐỈNH,"Phường Kiến Hưng, Hà Đông, Hà Nội",Hà Đông,20/12/2024,Nhà riêng tại phường Kiến Hưng,6 tỷ,35 m²,0,0,0,0,0,0,0,0,35.0,6.0,4.0,4.0,5.0,Nhà riêng,Chưa rõ,Chưa rõ,Chưa rõ,171.42857142857142,1.791759469228055,3.5553480614894135
"Bán biệt thự Bán Đảo Linh Đàm, mặt đường lớn huyết mạch - lô góc 2 mặt tiền - vị trí đắc địa","Dự án KĐT Linh Đàm, Đường Bằng A, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hoàng Mai,16/12/2024,"Nhà biệt thự, liền kề tại Khu đô thị mới Linh Đàm",51 tỷ,160 m²,0,0,0,0,14 m,Sổ đỏ/ Sổ hồng,0,35 m,160.0,51.0,5.0,5.0,4.0,"Nhà biệt thự, liền kề",Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,318.75,3.9318256327243257,5.075173815233827
"Bán nhà riêng Ngọc Hà 28m2, nhà 5 tầng chào 5,9 tỷ có thương lượng nội thất xịn ở ngay.","Đường Ngọc Hà, Phường Ngọc Hà, Ba Đình, Hà Nội",Ba Đình,18/12/2024,Nhà riêng tại đường Ngọc Hà,"5,9 tỷ",28 m²,0,3 phòng,4 phòng,5 tầng,"4,1 m",Sổ đỏ/ Sổ hồng,Đầy đủ,2 m,28.0,5.9,3.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,210.71428571428572,1.7749523509116738,3.332204510175204
"Bán nhà riêng phố Giang Văn Minh 26m2, nhà 4 tầng giá 5,98 tỷ có thương lượng","Đường Giang Văn Minh, Phường Đội Cấn, Ba Đình, Hà Nội",Ba Đình,18/12/2024,Nhà riêng tại đường Giang Văn Minh,"5,98 tỷ",26 m²,0,3 phòng,4 phòng,4 tầng,0,Sổ đỏ/ Sổ hồng,Cơ bản,2 m,26.0,5.98,3.0,4.0,4.0,Nhà riêng,Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,230.0,1.7884205679625405,3.258096538021482
"Bán NR view đẹp, 40m2, 8,2 tỷ tại Dịch Vọng Hậu, Cầu Giấy, phân lô, ô tô, kinh doanh","Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Cầu Giấy,20/12/2024,Nhà riêng tại phố Dịch Vọng Hậu,"8,2 tỷ",40 m²,0,0,0,0,0,Sổ đỏ/ Sổ hồng,0,0,40.0,8.2,4.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,205.0,2.1041341542702074,3.6888794541139363
"Bán nhà đẹp tại phố riêng Núi Trúc, 6,35 tỷ VND, 35m2, nhiều tiện ích","Đường Núi Trúc, Phường Kim Mã, Ba Đình, Hà Nội",Ba Đình,18/12/2024,Nhà riêng tại đường Núi Trúc,"6,35 tỷ",35 m²,0,3 phòng,4 phòng,5 tầng,0,Sổ đỏ/ Sổ hồng,Đầy đủ,22 m,35.0,6.35,3.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,181.42857142857142,1.8484548129046001,3.5553480614894135
"Nhà mới đón tết P. Trần Huy Hưng, nhà mới koong, 34m2, nhỉnh 8 tỷ","Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",Cầu Giấy,20/12/2024,Nhà riêng tại đường Trần Duy Hưng,"8,1 tỷ",34 m²,0,4 phòng,0,6 tầng,4 m,Sổ đỏ/ Sổ hồng,Cơ bản,"3,5 m",34.0,8.1,4.0,4.0,6.0,Nhà riêng,Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,238.23529411764707,2.0918640616783932,3.5263605246161616
"Bán nhà Bắc Từ Liêm sổ đỏ 33m2, giá hơn 3tỉ","Đường Hoàng Liên, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,20/12/2024,Nhà riêng tại đường Hoàng Liên,"3,33 tỷ",33 m²,0,2 phòng,0,1 tầng,"3,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,"2,5 m",33.0,3.33,2.0,4.0,1.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,100.9090909090909,1.2029723039923526,3.4965075614664802
"CHÍNH CHỦ BÁN NHÀ MP LONG BIÊN VIEW CÔNG VIÊN, 115M2, 6T THANG MÁY, TĂNG NỘI THẤT VỈA HÈ KINH DOANH","Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",Long Biên,20/12/2024,Nhà mặt phố tại đường Ngô Gia Tự,"21,5 tỷ",115 m²,0,0,0,5 tầng,6 m,Sổ đỏ/ Sổ hồng,Đầy đủ,17 m,115.0,21.5,5.0,5.0,5.0,Nhà mặt phố,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,186.95652173913044,3.068052935133617,4.74493212836325
"Bán căn hộ tập thể Đông Ngạc, Bắc Từ Liêm 2 tỷ hơn 100m","đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,20/12/2024,Căn hộ chung cư tại đường Đông Ngạc,"2,1 tỷ",42 m²,0,2 phòng,0,0,0,Sổ đỏ/ Sổ hồng,Cơ bản,0,42.0,2.1,2.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,50.0,0.7419373447293773,3.7376696182833684
"BÁN NHÀ HỒNG TIẾN , BỒ ĐỀ , LONG BIÊN. 45M2*6T, GIÁ 8.7 TỶ. THANG MÁY XỊN, FULL NỘI THẤT ĐÓN TẾT.","Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",Long Biên,20/12/2024,Nhà riêng tại phố Hồng Tiến,"8,7 tỷ",45 m²,0,0,0,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,45.0,8.7,4.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,193.33333333333334,2.163323025660538,3.8066624897703196
HOÀNG CẦU - 46M - 4TẦNG - MẶT TIỀN5M - PHÂN LÔ - ĐƯỜNG 3 Ô TÔ TRÁNH DỪNG ĐỖ NGÀY ĐÊM - KINH DOANH,"Chung cư TĐC Hoàng Cầu, Hoàng Cầu, Ô Chợ Dừa, Đống Đa, Hà Nội",Đống Đa,20/12/2024,Nhà riêng tại Chung cư TĐC Hoàng Cầu,"19,5 tỷ",48 m²,0,5 phòng,4 phòng,4 tầng,5 m,Sổ đỏ/ Sổ hồng,Cơ bản,6 m,48.0,19.5,5.0,4.0,4.0,Nhà riêng,Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,406.25,2.970414465569701,3.871201010907891
"Bán nhà liền kề 90 Nguyễn Tuân, giá tốt chỉ 27,5 tỷ 72m2 5T MT 5m thang máy kinh doanh","Dự án 90 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Thanh Xuân,20/12/2024,"Nhà biệt thự, liền kề tại Khu nhà ở 90 Nguyễn Tuân","27,5 tỷ",72 m²,0,0,0,5 tầng,5 m,Sổ đỏ/ Sổ hồng,Đầy đủ,13 m,72.0,27.5,5.0,5.0,5.0,"Nhà biệt thự, liền kề",Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,381.94444444444446,3.3141860046725258,4.276666119016055
Cần bán căn 2 phòng ngủ 1 vệ sinh chung cư Ecohome Phúc Lợi. 46m2. Nội thất cơ bản. Lh: 0981 716 ***,"Dự án Ecohome Phúc Lợi, Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",Long Biên,20/12/2024,Căn hộ chung cư tại Ecohome Phúc Lợi,"2,3 tỷ",46 m²,Tây - Nam,2 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ.,0,46.0,2.3,2.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Tây - Nam,50.0,0.8329091229351039,3.828641396489095
"Gần tết bán nhanh nhà Vạn Phúc/Hà Đông: 35m2 - 4 tầng - ô tô trong nhà (đường 6m), view công viên","Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",Hà Đông,16/12/2024,Nhà riêng tại phố Vạn Phúc,"9,6 tỷ",35 m²,0,4 phòng,0,4 tầng,0,Sổ đỏ/ Sổ hồng,Đầy đủ,6 m,35.0,9.6,4.0,4.0,4.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,274.2857142857143,2.2617630984737906,3.5553480614894135
"Bán nhà riêng tại Tương Mai, 11,5 tỷ, 50 m2, giá tốt, view đẹp","Phường Tương Mai, Hoàng Mai, Hà Nội",Hoàng Mai,20/12/2024,Nhà riêng tại phường Tương Mai,"11,5 tỷ",50 m²,0,4 phòng,3 phòng,0,"3,5 m",Sổ đỏ/ Sổ hồng,0,0,50.0,11.5,4.0,3.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,230.0,2.4423470353692043,3.912023005428146
"Bán nhà 90 Nguyễn Tuân, phân lô kinh doanh 71m2 5T MT 5,5m giá 27,9 tỷ","Dự án 90 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Thanh Xuân,20/12/2024,"Nhà biệt thự, liền kề tại Khu nhà ở 90 Nguyễn Tuân","27,9 tỷ",72 m²,0,0,0,5 tầng,"5,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,16 m,72.0,27.9,5.0,5.0,5.0,"Nhà biệt thự, liền kề",Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,387.5,3.32862668882732,4.276666119016055
Nhà đẹp Cầu Giấy - Ngõ rộng gần bãi đỗ xe ô tô tránh - Sổ vuông - Tiện ích an sinh dân trí cao,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",Cầu Giấy,20/12/2024,Nhà riêng tại đường Cầu Giấy,"7,25 tỷ",32 m²,0,3 phòng,4 phòng,5 tầng,62 m,Sổ đỏ/ Sổ hồng,Đầy đủ,0,32.0,7.25,3.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,226.5625,1.9810014688665833,3.4657359027997265
"Bán nhà rẻ hiếm, phân lô Trần Quốc Hoàn S 38m2 3 tầng dân xây giá hơn 10 tỷ","Phố Trần Quốc Hoàn, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",Cầu Giấy,14/12/2024,Nhà riêng tại phố Trần Quốc Hoàn,11 tỷ,38 m²,0,3 phòng,0,3 tầng,"3,6 m",Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,38.0,11.0,3.0,4.0,3.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,289.4736842105263,2.3978952727983707,3.6375861597263857
Cần bán gấp căn biệt thự An Vượng Villa. Hướng Đông Nam. Không lỗi phong thủy. LH 0983 983 ***,"Dự án An Vượng Villa, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",Hà Đông,20/12/2024,"Nhà biệt thự, liền kề tại An Vượng Villa",30 tỷ,180 m²,Đông - Nam,6 phòng,6 phòng,4 tầng,9 m,Sổ đỏ/ Sổ hồng,0,12 m,180.0,30.0,6.0,6.0,4.0,"Nhà biệt thự, liền kề",Sổ đỏ/Sổ hồng,Chưa rõ,Đông - Nam,166.66666666666666,3.4011973816621555,5.19295685089021
"Cực hiếm! Hào Nam, 5 tầng thang máy, 40m ra ô tô, ba gác phi, ngõ thông, nhà mới kính koong","Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",Đống Đa,20/12/2024,Nhà riêng tại phố Hào Nam,"8,3 tỷ",49 m²,0,3 phòng,0,5 tầng,0,Sổ đỏ/ Sổ hồng,0,0,49.0,8.3,3.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,169.3877551020408,2.1162555148025524,3.8918202981106265
CHÍNH CHỦ BÁN NHÀ MINH KHAI 40M x 4 TẦNG 2 MẶT THOÁNG TRƯỚC SAU FULL NỘI THẤT,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,20/12/2024,Nhà riêng tại đường Minh Khai,"7,78 tỷ",40 m²,Tây - Nam,4 phòng,3 phòng,4 tầng,35 m,Sổ đỏ/ Sổ hồng,Đầy đủ,23 m,40.0,7.78,4.0,3.0,4.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Tây - Nam,194.5,2.0515563381903004,3.6888794541139363
Siêu phẩm mặt phố tân xuân xuân đỉnh bắc từ liêm s56m mặt tiền 5m hơn 9t,"Đường Tân Xuân, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,20/12/2024,Nhà mặt phố tại đường Tân Xuân,9 tỷ,"56,8 m²",0,0,0,0,"5,08 m",Sổ đỏ/ Sổ hồng,0,15 m,56.8,9.0,5.0,5.0,5.0,Nhà mặt phố,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,158.45070422535213,2.1972245773362196,4.039536325727106
Bán nhà lô góc LK Nguyễn Tuân 88m2 5T vỉa hè ô tô tránh kinh doanh đa ngành view thoáng sáng,"Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Thanh Xuân,20/12/2024,"Nhà biệt thự, liền kề tại đường Nguyễn Tuân",36 tỷ,88 m²,0,4 phòng,5 phòng,5 tầng,0,Sổ đỏ/ Sổ hồng,Cơ bản,0,88.0,36.0,4.0,5.0,5.0,"Nhà biệt thự, liền kề",Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,409.09090909090907,3.58351893845611,4.477336814478207
"Thật 100%! Đường ô tô, kinh doanh, 35m2, MT 3.5m, 6 tầng, giá 5.9 tỷ","Phố Kim Mã, Phường Cống Vị, Ba Đình, Hà Nội",Ba Đình,20/12/2024,Nhà riêng tại phố Kim Mã,"5,9 tỷ",35 m²,0,0,0,0,35 m,0,0,4 m,35.0,5.9,4.0,4.0,5.0,Nhà riêng,Chưa rõ,Chưa rõ,Chưa rõ,168.57142857142858,1.7749523509116738,3.5553480614894135
"Bán biệt thự An Vượng Villa. Dãy D gần hồ, đã hoàn thiện. LH 0983 983 ***","Dự án An Vượng Villa, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",Hà Đông,20/12/2024,"Nhà biệt thự, liền kề tại An Vượng Villa",32 tỷ,175 m²,Đông - Nam,4 phòng,4 phòng,3 tầng,9 m,Sổ đỏ/ Sổ hồng,0,12 m,175.0,32.0,4.0,4.0,3.0,"Nhà biệt thự, liền kề",Sổ đỏ/Sổ hồng,Chưa rõ,Đông - Nam,182.85714285714286,3.4657359027997265,5.1647859739235145
"Bán nhà sát mặt Nguyễn Tuân, Thanh Xuân 98m2 5T mặt tiền KD 7.5m nhỉnh 37 tỷ vị trí hiếm","Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Thanh Xuân,20/12/2024,Nhà riêng tại đường Nguyễn Tuân,"37,5 tỷ",98 m²,0,5 phòng,5 phòng,5 tầng,"7,5 m",Sổ đỏ/ Sổ hồng,0,18 m,98.0,37.5,5.0,5.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,382.6530612244898,3.624340932976365,4.584967478670572
Cần bán căn biệt thự An Vượng. Mới hoàn thiện. DT 180m2 hướng Tây Bắc. LH 0983 983 ***,"Dự án An Vượng Villa, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",Hà Đông,14/12/2024,"Nhà biệt thự, liền kề tại An Vượng Villa",32 tỷ,180 m²,Tây - Bắc,3 phòng,5 phòng,4 tầng,0,Sổ đỏ.,0,0,180.0,32.0,3.0,5.0,4.0,"Nhà biệt thự, liền kề",Sổ đỏ/Sổ hồng,Chưa rõ,Tây - Bắc,177.77777777777777,3.4657359027997265,5.19295685089021
"Bán gấp biệt thự Dương Nội, đường đôi vườn hoa, gần Lê Quang Đạo. LH 0983 983 ***","Dự án An Vượng Villa, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",Hà Đông,16/12/2024,"Nhà biệt thự, liền kề tại An Vượng Villa",36 tỷ,180 m²,Tây - Bắc,6 phòng,6 phòng,3 tầng,9 m,Sổ đỏ/ Sổ hồng,0,22 m,180.0,36.0,6.0,6.0,3.0,"Nhà biệt thự, liền kề",Sổ đỏ/Sổ hồng,Chưa rõ,Tây - Bắc,200.0,3.58351893845611,5.19295685089021
"Bán CC Masteri Lakeside, ban công siêu đẹp, giá 2,06 tỷ, 30m2 bao đẹp, nhiều tiện ích độc bản","Masteri Lakeside, Trâu Quỳ, Gia Lâm, Hà Nội",Gia Lâm,20/12/2024,Căn hộ chung cư tại Masteri Lakeside,"2,06 tỷ",30 m²,Tây - Bắc,1 phòng,1 phòng,0,0,Sổ đỏ/ Sổ hồng,0,0,30.0,2.06,1.0,1.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Chưa rõ,Tây - Bắc,68.66666666666667,0.7227059828014898,3.4011973816621555
Bán gấp lô góc biệt thự Dương Nội. Hướng Đông Nam. Gần hồ. LH 0983 983 ***,"Dự án An Vượng Villa, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",Hà Đông,13/12/2024,"Nhà biệt thự, liền kề tại An Vượng Villa",40 tỷ,230 m²,Đông - Nam,6 phòng,6 phòng,4 tầng,9 m,Sổ đỏ,0,12 m,230.0,40.0,6.0,6.0,4.0,"Nhà biệt thự, liền kề",Sổ đỏ/Sổ hồng,Chưa rõ,Đông - Nam,173.91304347826087,3.6888794541139363,5.438079308923196
Cần bán lô góc hướng Đông Nam. Gần công viên. LH 0983 983 ***,"An Quý Villa - KĐT Dương Nội, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",Hà Đông,12/12/2024,"Nhà biệt thự, liền kề tại An Quý Villa - KĐT Dương Nội",41 tỷ,200 m²,Đông - Nam,4 phòng,4 phòng,3 tầng,0,Hợp đồng mua bán,0,20 m,200.0,41.0,4.0,4.0,3.0,"Nhà biệt thự, liền kề",HĐMB,Chưa rõ,Đông - Nam,205.0,3.713572066704308,5.298317366548036
"Bán căn hộ chung cư royal city nguyễn trãi . Toà R1 tầng 20 . Dt 148 m2 , 3 ngủ 2 wc . 15 tỷ","Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",Thanh Xuân,20/12/2024,Căn hộ chung cư tại Royal City,15 tỷ,148 m²,Đông - Nam,3 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,148.0,15.0,3.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Đông - Nam,101.35135135135135,2.70805020110221,4.997212273764115
"The Terra An Hưng, dual key 140m2, 4PN, 3WC, full đồ, cạnh hồ thiên văn học giá 8.8 tỷ","Dự án The Terra An Hưng, Phường Dương Nội, Hà Đông, Hà Nội",Hà Đông,13/12/2024,Căn hộ chung cư tại The Terra An Hưng,"8,8 tỷ",140 m²,0,4 phòng,3 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,140.0,8.8,4.0,3.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,62.857142857142854,2.174751721484161,4.941642422609304
"Bán nhà Tân Xuân - 79m2 MT hơn 5m gara ô tô sát phố - dân xây cực chắc - giá 10,9 tỷ LH 0964 558 ***","Đường Tân Xuân, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,15/12/2024,Nhà riêng tại đường Tân Xuân,"10,9 tỷ",79 m²,0,4 phòng,0,4 tầng,0,Sổ đỏ/ Sổ hồng,0,0,79.0,10.9,4.0,4.0,4.0,Nhà riêng,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,137.9746835443038,2.388762789235098,4.3694478524670215
Bán Nhà Tiên Dương Chủ Tặng Full Nội Thất Sang Xịn Mịn Giá Chỉ 5 Tỷ,"Đường 23B, Xã Tiên Dương, Đông Anh, Hà Nội",Đông Anh,20/12/2024,Nhà riêng tại đường 23B,5 tỷ,56 m²,0,0,0,3 tầng,4 m,Sổ đỏ/ Sổ hồng,Đầy đủ,0,56.0,5.0,4.0,4.0,3.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,89.28571428571429,1.6094379124341003,4.02535169073515
"Bán NR 45m2, 6,5 tỷ tại Thanh Nhàn, Quỳnh Mai, Hai Bà Trưng, Hà Nội","Đường Thanh Nhàn, Phường Quỳnh Mai, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,12/12/2024,Nhà riêng tại đường Thanh Nhàn,"6,5 tỷ",45 m²,0,5 phòng,4 phòng,5 tầng,3 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"2,5 m",45.0,6.5,5.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,144.44444444444446,1.8718021769015913,3.8066624897703196
"Bán căn hộ 2PN 2WC tại Samsora Premier, 3,7 tỷ, 60m2, Cầu Am Hà Đông","Dự án Samsora Premier, Đường Chu Văn An, Phường Yết Kiêu, Hà Đông, Hà Nội",Hà Đông,18/12/2024,Căn hộ chung cư tại Samsora Premier,"3,7 tỷ",60 m²,0,2 phòng,2 phòng,0,0,0,0,0,60.0,3.7,2.0,2.0,1.0,Căn hộ chung cư,Chưa rõ,Chưa rõ,Chưa rõ,61.666666666666664,1.308332819650179,4.0943445622221
"Tôi cần bán nhà riêng phố Phạm Văn Đồng, Q.Bắc Từ Liêm - DT 50m2, MT 4,3m, ô tô 50m, giá 15tỷ","Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,20/12/2024,Nhà riêng tại đường Phạm Văn Đồng,15 tỷ,80 m²,0,0,0,1 tầng,"4,3 m",Sổ đỏ.,0,0,80.0,15.0,4.0,4.0,1.0,Nhà riêng,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,187.5,2.70805020110221,4.382026634673881
"Bán căn hộ Roman Plaza Tố Hữu, Làng Việt Kiều DT 78m2 2 ngủ 2VS BC phòng khách full đồ giá 5,2 tỷ","Dự án Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,18/12/2024,Căn hộ chung cư tại Roman Plaza,"5,3 tỷ",78 m²,0,2 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,"Đầy đủ đầy đủ nội thất, chỉ cần dọn vào ở ngay.",0,78.0,5.3,2.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,67.94871794871794,1.667706820558076,4.356708826689592
"Bán nhà riêng tại Lê Thanh Nghị, 8,6 tỷ, 35m2, 5 tầng, 3PN, 4WC đẹp xuất sắc","Phố Lê Thanh Nghị, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,18/12/2024,Nhà riêng tại phố Lê Thanh Nghị,"8,6 tỷ",35 m²,0,3 phòng,4 phòng,5 tầng,6 m,Sổ đỏ/ Sổ hồng,Cơ bản,3 m,35.0,8.6,3.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,245.71428571428572,2.151762203259462,3.5553480614894135
